exception_id,created_at,portfolio_id,instrument_type,counterparty,exception_type,exception_description,amount_difference,currency,severity,status,owner_team,due_at,resolved_at,root_cause
EXC-001284,2026-08-04 15:10:00,PORT-1006,Derivative,Cedar Exchange,Reporting Delay,Synthetic reporting package is delayed because an upstream input is incomplete.,57768.5,GBP,High,Resolved,Client Reporting,2026-08-05 07:10:00,2026-08-05 06:56:10.757595336,Upstream data delivery delay
EXC-001285,2026-08-01 04:51:00,PORT-1091,Derivative,Northstar Clearing,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,58844.7,USD,Medium,In Progress,Settlement Operations,2026-08-02 16:51:00,,Settlement instruction or funding issue
EXC-001286,2026-08-07 18:10:00,PORT-1077,Fixed Income,Summit Custody,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,31457.41,EUR,Medium,Resolved,Settlement Operations,2026-08-09 06:10:00,2026-08-08 06:36:19.891302074,Settlement instruction or funding issue
EXC-001287,2026-07-31 01:42:00,PORT-1082,Equity,Summit Custody,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,32925.16,GBP,Low,Escalated,Pricing & Valuation,2026-08-03 01:42:00,,Data mapping variance
EXC-001288,2026-08-01 15:23:00,PORT-1068,Fixed Income,Meridian Markets,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,29825.09,GBP,Critical,Open,Trade Support,2026-08-01 21:23:00,,Manual processing error
EXC-001289,2026-08-02 14:02:00,PORT-1053,ETF,Meridian Markets,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,11760.46,GBP,Medium,Resolved,Pricing & Valuation,2026-08-04 02:02:00,2026-08-04 09:46:42.865220087,Market data variance
EXC-001290,2026-08-06 22:10:00,PORT-1052,Cash,Cedar Exchange,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,13090.54,USD,Medium,Open,Fund Accounting,2026-08-08 10:10:00,,Ledger posting difference
EXC-001291,2026-08-01 03:57:00,PORT-1062,Derivative,Summit Custody,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,12880.05,GBP,Medium,In Progress,Pricing & Valuation,2026-08-02 15:57:00,,Market data variance
EXC-001292,2026-07-31 22:25:00,PORT-1049,Cash,Harbor Trade Services,Reporting Delay,Synthetic reporting package is delayed because an upstream input is incomplete.,5018.07,EUR,High,In Progress,Client Reporting,2026-08-01 14:25:00,,Upstream data delivery delay
EXC-001293,2026-08-06 10:01:00,PORT-1072,Derivative,Summit Custody,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,31257.13,USD,High,In Progress,Fund Accounting,2026-08-07 02:01:00,,Ledger posting difference
EXC-001294,2026-08-03 11:39:00,PORT-1034,Cash,Aurora Securities,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,25781.13,USD,High,Open,Trade Support,2026-08-04 03:39:00,,Counterparty confirmation delay
EXC-001295,2026-08-08 17:35:00,PORT-1076,Fixed Income,Harbor Trade Services,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,59877.87,GBP,Medium,Resolved,Pricing & Valuation,2026-08-10 05:35:00,2026-08-10 00:33:59.935021193,Market data variance
EXC-001296,2026-08-05 10:11:00,PORT-1034,Equity,Northstar Clearing,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,101088.65,EUR,High,In Progress,Pricing & Valuation,2026-08-06 02:11:00,,Market data variance
EXC-001297,2026-08-07 20:01:00,PORT-1047,Equity,Aurora Securities,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,108067.26,USD,Medium,Resolved,Reconciliation Operations,2026-08-09 08:01:00,2026-08-08 06:25:00.806933146,Position or cash mismatch
EXC-001298,2026-08-03 18:45:00,PORT-1007,Fixed Income,Harbor Trade Services,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,119299.06,JPY,High,In Progress,Reconciliation Operations,2026-08-04 10:45:00,,Position or cash mismatch
EXC-001299,2026-08-03 20:59:00,PORT-1089,Equity,Meridian Markets,Compliance Review,Synthetic control threshold requires documented analyst review before closure.,12149.76,EUR,Medium,Resolved,Compliance Operations,2026-08-05 08:59:00,2026-08-05 07:59:06.127671013,Policy threshold review
EXC-001300,2026-08-04 00:54:00,PORT-1068,Equity,Cedar Exchange,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,5981.6,USD,Medium,Resolved,Pricing & Valuation,2026-08-05 12:54:00,2026-08-06 07:22:48.053505874,Market data variance
EXC-001301,2026-08-02 14:06:00,PORT-1025,Cash,Harbor Trade Services,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,71487.71,USD,Critical,Escalated,Trade Support,2026-08-02 20:06:00,,Counterparty confirmation delay
EXC-001302,2026-07-31 02:36:00,PORT-1005,Equity,Summit Custody,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,114833.68,EUR,Critical,Resolved,Fund Accounting,2026-07-31 08:36:00,2026-07-31 06:27:07.801861746,Ledger posting difference
EXC-001303,2026-08-07 08:49:00,PORT-1084,Cash,Harbor Trade Services,Compliance Review,Synthetic control threshold requires documented analyst review before closure.,137832.17,GBP,Medium,Resolved,Compliance Operations,2026-08-08 20:49:00,2026-08-07 15:56:06.143739923,Policy threshold review
EXC-001304,2026-08-07 04:29:00,PORT-1001,Derivative,Northstar Clearing,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,44767.87,USD,Medium,In Progress,Trade Support,2026-08-08 16:29:00,,Counterparty confirmation delay
EXC-001305,2026-08-07 04:40:00,PORT-1048,FX,Northstar Clearing,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,3305.89,USD,High,In Progress,Reference Data Operations,2026-08-07 20:40:00,,Security master attribute gap
EXC-001306,2026-07-31 02:04:00,PORT-1004,FX,Harbor Trade Services,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,39493.44,EUR,Critical,Resolved,Settlement Operations,2026-07-31 08:04:00,2026-07-31 11:27:49.204613073,Settlement instruction or funding issue
EXC-001307,2026-08-08 10:07:00,PORT-1068,Fixed Income,Summit Custody,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,48204.75,EUR,High,Resolved,Fund Accounting,2026-08-09 02:07:00,2026-08-08 15:30:28.478840896,Manual processing error
EXC-001308,2026-08-09 01:21:00,PORT-1020,FX,Meridian Markets,Reporting Delay,Synthetic reporting package is delayed because an upstream input is incomplete.,100175.48,GBP,Low,Open,Client Reporting,2026-08-12 01:21:00,,Upstream data delivery delay
EXC-001309,2026-08-07 17:49:00,PORT-1042,Equity,Northstar Clearing,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,120705.64,USD,Medium,Resolved,Reconciliation Operations,2026-08-09 05:49:00,2026-08-09 00:18:09.111150738,Position or cash mismatch
EXC-001310,2026-08-01 15:42:00,PORT-1056,Cash,Aurora Securities,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,69920.56,EUR,High,In Progress,Settlement Operations,2026-08-02 07:42:00,,Manual processing error
EXC-001311,2026-08-03 13:05:00,PORT-1037,Fixed Income,Cedar Exchange,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,14521.09,USD,High,In Progress,Pricing & Valuation,2026-08-04 05:05:00,,Market data variance
EXC-001312,2026-07-31 04:25:00,PORT-1067,Equity,Northstar Clearing,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,9130.97,USD,High,Resolved,Settlement Operations,2026-07-31 20:25:00,2026-07-31 19:40:13.305923013,Settlement instruction or funding issue
EXC-001313,2026-08-07 06:37:00,PORT-1050,FX,Aurora Securities,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,47129.73,EUR,High,Escalated,Fund Accounting,2026-08-07 22:37:00,,Ledger posting difference
EXC-001314,2026-08-05 10:13:00,PORT-1042,FX,Northstar Clearing,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,11707.26,EUR,Medium,In Progress,Reconciliation Operations,2026-08-06 22:13:00,,Position or cash mismatch
EXC-001315,2026-08-03 18:52:00,PORT-1032,Fixed Income,Meridian Markets,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,126613.44,USD,Medium,Open,Reconciliation Operations,2026-08-05 06:52:00,,Late file delivery
EXC-001316,2026-08-08 15:23:00,PORT-1041,FX,Summit Custody,Reporting Delay,Synthetic reporting package is delayed because an upstream input is incomplete.,4492.72,GBP,High,Open,Client Reporting,2026-08-09 07:23:00,,Upstream data delivery delay
EXC-001317,2026-07-31 04:23:00,PORT-1032,Equity,Meridian Markets,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,48787.57,USD,Medium,Resolved,Fund Accounting,2026-08-01 16:23:00,2026-07-31 21:45:43.598899285,Ledger posting difference
EXC-001318,2026-08-01 06:33:00,PORT-1057,FX,Aurora Securities,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,37628.3,USD,High,In Progress,Reconciliation Operations,2026-08-01 22:33:00,,Manual processing error
EXC-001319,2026-08-07 21:46:00,PORT-1075,Fixed Income,Aurora Securities,Compliance Review,Synthetic control threshold requires documented analyst review before closure.,21652.91,USD,High,In Progress,Compliance Operations,2026-08-08 13:46:00,,Policy threshold review
EXC-001320,2026-07-31 22:26:00,PORT-1059,Fixed Income,Harbor Trade Services,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,10184.56,USD,High,Open,Reference Data Operations,2026-08-01 14:26:00,,Security master attribute gap
EXC-001321,2026-08-04 21:20:00,PORT-1004,Equity,Meridian Markets,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,3087.56,EUR,Medium,Resolved,Fund Accounting,2026-08-06 09:20:00,2026-08-05 11:25:31.866736778,Ledger posting difference
EXC-001322,2026-08-05 23:57:00,PORT-1083,Fixed Income,Aurora Securities,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,15398.11,GBP,High,In Progress,Pricing & Valuation,2026-08-06 15:57:00,,Market data variance
EXC-001323,2026-07-30 20:46:00,PORT-1078,Fixed Income,Cedar Exchange,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,15684.41,EUR,Low,Resolved,Reconciliation Operations,2026-08-02 20:46:00,2026-07-31 17:52:12.164718718,Data mapping variance
EXC-001324,2026-08-04 04:01:00,PORT-1081,Fixed Income,Aurora Securities,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,86450.17,USD,Low,Open,Reference Data Operations,2026-08-07 04:01:00,,Security master attribute gap
EXC-001325,2026-08-07 01:34:00,PORT-1005,Equity,Summit Custody,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,11825.36,USD,Medium,Open,Trade Support,2026-08-08 13:34:00,,Counterparty confirmation delay
EXC-001326,2026-08-01 05:47:00,PORT-1081,Equity,Harbor Trade Services,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,43278.41,USD,Low,Open,Reference Data Operations,2026-08-04 05:47:00,,Security master attribute gap
EXC-001327,2026-08-02 04:50:00,PORT-1046,ETF,Meridian Markets,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,6926.77,EUR,Critical,In Progress,Pricing & Valuation,2026-08-02 10:50:00,,Market data variance
EXC-001328,2026-08-07 10:09:00,PORT-1083,Equity,Cedar Exchange,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,44545.24,USD,High,In Progress,Fund Accounting,2026-08-08 02:09:00,,Ledger posting difference
EXC-001329,2026-08-02 13:46:00,PORT-1077,FX,Aurora Securities,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,2566.8,USD,Low,Open,Trade Support,2026-08-05 13:46:00,,Counterparty confirmation delay
EXC-001330,2026-08-03 01:34:00,PORT-1087,Cash,Cedar Exchange,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,242816.43,GBP,High,In Progress,Reconciliation Operations,2026-08-03 17:34:00,,Position or cash mismatch
EXC-001331,2026-08-06 14:24:00,PORT-1012,Fixed Income,Cedar Exchange,Compliance Review,Synthetic control threshold requires documented analyst review before closure.,23199.34,EUR,Medium,Open,Compliance Operations,2026-08-08 02:24:00,,Policy threshold review
EXC-001332,2026-08-05 00:42:00,PORT-1055,Cash,Meridian Markets,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,1430.49,USD,High,In Progress,Fund Accounting,2026-08-05 16:42:00,,Late file delivery
EXC-001333,2026-07-31 22:34:00,PORT-1072,Equity,Harbor Trade Services,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,12662.03,USD,High,Open,Fund Accounting,2026-08-01 14:34:00,,Ledger posting difference
EXC-001334,2026-08-07 15:01:00,PORT-1059,Equity,Summit Custody,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,10727.38,EUR,Medium,Open,Settlement Operations,2026-08-09 03:01:00,,Late file delivery
EXC-001335,2026-08-02 02:41:00,PORT-1080,FX,Summit Custody,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,13512.78,USD,Low,Open,Settlement Operations,2026-08-05 02:41:00,,Settlement instruction or funding issue
EXC-001336,2026-08-01 01:05:00,PORT-1072,Derivative,Cedar Exchange,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,18345.26,USD,Low,Resolved,Reference Data Operations,2026-08-04 01:05:00,2026-08-01 17:25:46.586054809,Data mapping variance
EXC-001337,2026-07-31 00:15:00,PORT-1004,Derivative,Meridian Markets,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,13416.65,GBP,Medium,Escalated,Reconciliation Operations,2026-08-01 12:15:00,,Position or cash mismatch
EXC-001338,2026-08-06 02:38:00,PORT-1020,Equity,Cedar Exchange,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,11415.96,USD,Critical,Escalated,Fund Accounting,2026-08-06 08:38:00,,Manual processing error
EXC-001339,2026-08-06 17:08:00,PORT-1063,Derivative,Northstar Clearing,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,7969.55,USD,Medium,Open,Reference Data Operations,2026-08-08 05:08:00,,Manual processing error
EXC-001340,2026-07-30 23:41:00,PORT-1036,Fixed Income,Cedar Exchange,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,63759.85,USD,Medium,Escalated,Pricing & Valuation,2026-08-01 11:41:00,,Market data variance
EXC-001341,2026-08-04 17:08:00,PORT-1035,Fixed Income,Meridian Markets,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,94958.23,USD,Low,Escalated,Reconciliation Operations,2026-08-07 17:08:00,,Position or cash mismatch
EXC-001342,2026-08-03 16:03:00,PORT-1090,Equity,Aurora Securities,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,20592.81,USD,Critical,In Progress,Reference Data Operations,2026-08-03 22:03:00,,Data mapping variance
EXC-001343,2026-08-04 04:45:00,PORT-1009,Cash,Summit Custody,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,26409.56,USD,Medium,Open,Fund Accounting,2026-08-05 16:45:00,,Ledger posting difference
EXC-001344,2026-08-04 05:06:00,PORT-1052,Equity,Summit Custody,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,8244.92,USD,High,Resolved,Fund Accounting,2026-08-04 21:06:00,2026-08-04 19:27:32.176393973,Ledger posting difference
EXC-001345,2026-08-03 02:38:00,PORT-1031,Derivative,Northstar Clearing,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,28986.1,USD,High,Escalated,Settlement Operations,2026-08-03 18:38:00,,Settlement instruction or funding issue
EXC-001346,2026-08-05 03:24:00,PORT-1006,FX,Cedar Exchange,Reporting Delay,Synthetic reporting package is delayed because an upstream input is incomplete.,34250.69,GBP,Medium,Resolved,Client Reporting,2026-08-06 15:24:00,2026-08-07 06:05:54.615796922,Upstream data delivery delay
EXC-001347,2026-08-05 10:26:00,PORT-1037,FX,Cedar Exchange,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,21367.61,JPY,Low,Resolved,Pricing & Valuation,2026-08-08 10:26:00,2026-08-06 09:02:13.486513481,Market data variance
EXC-001348,2026-08-05 08:22:00,PORT-1040,FX,Aurora Securities,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,40777.21,USD,Medium,Resolved,Pricing & Valuation,2026-08-06 20:22:00,2026-08-07 03:16:36.345912400,Market data variance
EXC-001349,2026-08-02 19:11:00,PORT-1045,Derivative,Northstar Clearing,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,37202.98,USD,Medium,Escalated,Pricing & Valuation,2026-08-04 07:11:00,,Market data variance
EXC-001350,2026-08-01 04:23:00,PORT-1016,Equity,Harbor Trade Services,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,8894.19,GBP,High,Open,Reconciliation Operations,2026-08-01 20:23:00,,Position or cash mismatch
EXC-001351,2026-08-03 19:04:00,PORT-1072,Equity,Aurora Securities,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,94155.21,JPY,High,Open,Reference Data Operations,2026-08-04 11:04:00,,Security master attribute gap
EXC-001352,2026-08-02 14:25:00,PORT-1035,ETF,Northstar Clearing,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,21632.92,GBP,Medium,Resolved,Reference Data Operations,2026-08-04 02:25:00,2026-08-03 17:27:49.747325754,Security master attribute gap
EXC-001353,2026-08-05 04:41:00,PORT-1057,Fixed Income,Meridian Markets,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,156271.5,USD,Medium,Open,Trade Support,2026-08-06 16:41:00,,Counterparty confirmation delay
EXC-001354,2026-08-01 15:17:00,PORT-1054,Equity,Summit Custody,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,41833.04,USD,Low,In Progress,Trade Support,2026-08-04 15:17:00,,Counterparty confirmation delay
EXC-001355,2026-08-05 09:28:00,PORT-1056,Equity,Aurora Securities,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,213092.11,USD,Low,In Progress,Reference Data Operations,2026-08-08 09:28:00,,Security master attribute gap
EXC-001356,2026-08-05 02:35:00,PORT-1050,Fixed Income,Aurora Securities,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,92413.9,GBP,High,Open,Reconciliation Operations,2026-08-05 18:35:00,,Position or cash mismatch
EXC-001357,2026-08-08 18:45:00,PORT-1030,Equity,Aurora Securities,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,34151.07,EUR,High,Open,Fund Accounting,2026-08-09 10:45:00,,Ledger posting difference
EXC-001358,2026-08-06 17:39:00,PORT-1049,Equity,Harbor Trade Services,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,12591.0,USD,High,Resolved,Pricing & Valuation,2026-08-07 09:39:00,2026-08-06 20:25:56.241731999,Data mapping variance
EXC-001359,2026-08-01 22:40:00,PORT-1052,Cash,Meridian Markets,Reporting Delay,Synthetic reporting package is delayed because an upstream input is incomplete.,12879.01,USD,Low,In Progress,Client Reporting,2026-08-04 22:40:00,,Late file delivery
EXC-001360,2026-08-08 11:36:00,PORT-1002,Fixed Income,Cedar Exchange,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,47083.88,USD,Medium,Resolved,Reconciliation Operations,2026-08-09 23:36:00,2026-08-09 21:26:28.877406216,Position or cash mismatch
EXC-001361,2026-08-07 02:53:00,PORT-1071,Cash,Aurora Securities,Reporting Delay,Synthetic reporting package is delayed because an upstream input is incomplete.,31265.87,EUR,Medium,In Progress,Client Reporting,2026-08-08 14:53:00,,Upstream data delivery delay
EXC-001362,2026-08-01 13:49:00,PORT-1044,Cash,Northstar Clearing,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,14494.47,USD,Critical,Escalated,Pricing & Valuation,2026-08-01 19:49:00,,Market data variance
EXC-001363,2026-07-31 14:58:00,PORT-1029,Equity,Aurora Securities,Reporting Delay,Synthetic reporting package is delayed because an upstream input is incomplete.,64518.87,EUR,High,Resolved,Client Reporting,2026-08-01 06:58:00,2026-07-31 23:03:20.984477784,Upstream data delivery delay
EXC-001364,2026-08-05 04:49:00,PORT-1003,FX,Summit Custody,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,28021.01,EUR,Critical,Escalated,Reconciliation Operations,2026-08-05 10:49:00,,Data mapping variance
EXC-001365,2026-08-05 07:04:00,PORT-1030,ETF,Northstar Clearing,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,64923.2,EUR,Low,In Progress,Pricing & Valuation,2026-08-08 07:04:00,,Market data variance
EXC-001366,2026-08-04 06:19:00,PORT-1040,FX,Meridian Markets,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,9660.07,USD,Medium,Open,Fund Accounting,2026-08-05 18:19:00,,Ledger posting difference
EXC-001367,2026-08-01 15:31:00,PORT-1082,Equity,Cedar Exchange,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,76837.28,GBP,High,Resolved,Trade Support,2026-08-02 07:31:00,2026-08-02 08:15:11.832711473,Counterparty confirmation delay
EXC-001368,2026-08-04 15:45:00,PORT-1064,Equity,Northstar Clearing,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,45526.29,EUR,Medium,Resolved,Reconciliation Operations,2026-08-06 03:45:00,2026-08-05 15:18:38.561173218,Position or cash mismatch
EXC-001369,2026-08-07 14:44:00,PORT-1041,Equity,Northstar Clearing,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,94603.35,USD,Medium,Open,Reconciliation Operations,2026-08-09 02:44:00,,Late file delivery
EXC-001370,2026-08-05 01:10:00,PORT-1013,ETF,Aurora Securities,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,75079.44,USD,Medium,Resolved,Pricing & Valuation,2026-08-06 13:10:00,2026-08-06 18:11:41.497283725,Market data variance
EXC-001371,2026-08-06 18:40:00,PORT-1027,Cash,Aurora Securities,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,24607.31,EUR,Critical,Resolved,Reconciliation Operations,2026-08-07 00:40:00,2026-08-07 03:49:06.699138144,Position or cash mismatch
EXC-001372,2026-08-02 11:55:00,PORT-1090,FX,Northstar Clearing,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,22614.73,USD,Critical,Open,Settlement Operations,2026-08-02 17:55:00,,Settlement instruction or funding issue
EXC-001373,2026-08-07 22:22:00,PORT-1013,FX,Aurora Securities,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,174937.24,USD,Critical,Resolved,Pricing & Valuation,2026-08-08 04:22:00,2026-08-08 01:19:53.708687668,Market data variance
EXC-001374,2026-08-03 05:29:00,PORT-1062,Cash,Aurora Securities,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,19829.05,USD,Medium,Open,Reference Data Operations,2026-08-04 17:29:00,,Security master attribute gap
EXC-001375,2026-08-08 00:27:00,PORT-1051,FX,Aurora Securities,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,59033.21,USD,Medium,Open,Settlement Operations,2026-08-09 12:27:00,,Settlement instruction or funding issue
EXC-001376,2026-07-30 14:34:00,PORT-1022,Equity,Harbor Trade Services,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,18025.52,USD,Medium,Resolved,Reconciliation Operations,2026-08-01 02:34:00,2026-08-01 22:39:11.086914632,Position or cash mismatch
EXC-001377,2026-08-02 22:58:00,PORT-1086,Derivative,Meridian Markets,Reporting Delay,Synthetic reporting package is delayed because an upstream input is incomplete.,3808.62,EUR,Medium,In Progress,Client Reporting,2026-08-04 10:58:00,,Late file delivery
EXC-001378,2026-08-07 23:13:00,PORT-1039,Fixed Income,Aurora Securities,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,7415.25,USD,Critical,Resolved,Reference Data Operations,2026-08-08 05:13:00,2026-08-08 01:48:43.999213552,Security master attribute gap
EXC-001379,2026-07-30 18:26:00,PORT-1065,Equity,Aurora Securities,Reporting Delay,Synthetic reporting package is delayed because an upstream input is incomplete.,41200.96,EUR,Critical,Escalated,Client Reporting,2026-07-31 00:26:00,,Upstream data delivery delay
EXC-001380,2026-08-03 14:42:00,PORT-1010,Fixed Income,Meridian Markets,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,56172.82,USD,Critical,Escalated,Pricing & Valuation,2026-08-03 20:42:00,,Market data variance
EXC-001381,2026-08-03 06:33:00,PORT-1095,Cash,Harbor Trade Services,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,41343.65,USD,Critical,Escalated,Pricing & Valuation,2026-08-03 12:33:00,,Market data variance
EXC-001382,2026-08-08 17:20:00,PORT-1003,Equity,Northstar Clearing,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,89612.22,USD,High,In Progress,Reconciliation Operations,2026-08-09 09:20:00,,Position or cash mismatch
EXC-001383,2026-08-07 10:45:00,PORT-1031,Fixed Income,Harbor Trade Services,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,40571.58,GBP,Medium,In Progress,Fund Accounting,2026-08-08 22:45:00,,Ledger posting difference
EXC-001384,2026-08-01 07:25:00,PORT-1090,Equity,Northstar Clearing,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,11920.36,JPY,High,Resolved,Settlement Operations,2026-08-01 23:25:00,2026-08-01 11:04:02.198580580,Settlement instruction or funding issue
EXC-001385,2026-08-04 15:40:00,PORT-1063,Equity,Harbor Trade Services,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,50212.4,USD,Low,In Progress,Settlement Operations,2026-08-07 15:40:00,,Settlement instruction or funding issue
EXC-001386,2026-08-03 05:25:00,PORT-1067,Equity,Northstar Clearing,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,32147.45,USD,High,Resolved,Reconciliation Operations,2026-08-03 21:25:00,2026-08-03 12:03:14.352616536,Position or cash mismatch
EXC-001387,2026-07-30 11:28:00,PORT-1031,FX,Cedar Exchange,Compliance Review,Synthetic control threshold requires documented analyst review before closure.,14700.9,USD,Medium,In Progress,Compliance Operations,2026-07-31 23:28:00,,Policy threshold review
EXC-001388,2026-08-05 02:16:00,PORT-1077,Derivative,Meridian Markets,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,44185.2,USD,High,Open,Trade Support,2026-08-05 18:16:00,,Counterparty confirmation delay
EXC-001389,2026-08-05 13:02:00,PORT-1092,Equity,Meridian Markets,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,29241.34,GBP,Medium,Resolved,Settlement Operations,2026-08-07 01:02:00,2026-08-07 14:14:20.202513539,Data mapping variance
EXC-001390,2026-08-01 07:45:00,PORT-1061,Fixed Income,Cedar Exchange,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,14253.38,USD,Medium,Resolved,Reconciliation Operations,2026-08-02 19:45:00,2026-08-03 01:23:23.272761015,Position or cash mismatch
EXC-001391,2026-08-08 16:36:00,PORT-1022,Equity,Summit Custody,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,22320.06,JPY,Low,In Progress,Settlement Operations,2026-08-11 16:36:00,,Settlement instruction or funding issue
EXC-001392,2026-08-04 19:05:00,PORT-1089,Equity,Summit Custody,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,118687.05,EUR,Medium,Resolved,Reference Data Operations,2026-08-06 07:05:00,2026-08-07 04:52:36.762581902,Security master attribute gap
