ticket_id,created_at,business_unit,process_area,issue_description,issue_category,priority,status,assigned_team,sla_hours,resolution_hours,manually_estimated_minutes,ai_estimated_minutes,human_review_decision
OPS-00442,2025-10-10 21:18:24,Data Operations,Reconciliation,NAV reconciliation difference detected between source data and the accounting report for portfolio HORIZON.,Failed Reconciliation,High,Resolved,Reconciliation Team,20,18.0,37,21,Adjusted
OPS-00985,2025-10-11 11:04:41,Investment Operations,Pricing Issue,Pricing review is required for account S-204 after a tolerance breach in the valuation feed.,Pricing Discrepancy,Critical,Escalated,Pricing Control Team,8,,64,22,Pending
OPS-01216,2025-10-11 19:07:26,Data Operations,Trade Settlement,fund RIVER has inconsistent reference data information requiring comparison across input files.,Data Mismatch,High,Escalated,Settlement Operations Team,24,25.1,34,17,Accepted
OPS-00759,2025-10-12 06:12:26,Compliance Operations,Compliance Review,Compliance Review identified a policy exception involving benchmark; human approval is required for portfolio ALPHA.,Policy Exception,Medium,Resolved,Compliance Review Team,48,39.2,35,20,Rejected
OPS-00770,2025-10-12 07:53:53,Investment Operations,Pricing Issue,Pricing review is required for fund ORION after a tolerance breach in the valuation feed.,Pricing Discrepancy,Low,Open,Pricing Control Team,76,,19,10,Accepted
OPS-00460,2025-10-12 11:19:38,Investment Operations,Client Request,Client Request workflow is waiting for missing reference data data for mandate NOVA.,Missing Data,High,Resolved,Client Service Team,24,48.2,31,16,Accepted
OPS-00802,2025-10-12 18:05:21,Data Operations,Pricing Issue,Pricing discrepancy detected for mandate NOVA between pricing feed and control file.,Pricing Discrepancy,High,In Review,Pricing Control Team,24,,30,16,Pending
OPS-01003,2025-10-12 19:43:53,Investment Operations,Data Quality,Data Quality workflow is waiting for missing security identifier data for fund RIVER.,Missing Data,Low,Resolved,Data Quality Team,76,41.7,9,3,Accepted
OPS-00540,2025-10-12 19:56:06,Risk Operations,Compliance Review,A manual override was requested for fund ORION after an automated compliance review validation failed.,Manual Override,Low,Resolved,Compliance Review Team,72,37.6,14,8,Accepted
OPS-00065,2025-10-12 21:53:26,Investment Operations,Trade Settlement,"Confirmation status remains pending for fund ORION, delaying the settlement workflow.",Late Confirmation,Medium,Resolved,Settlement Operations Team,48,20.7,23,9,Accepted
OPS-00036,2025-10-13 04:08:08,Data Operations,Data Quality,Data Quality workflow is waiting for missing security identifier data for fund RIVER.,Missing Data,Medium,Resolved,Data Quality Team,48,100.7,18,7,Adjusted
OPS-00129,2025-10-13 08:11:30,Investment Operations,Pricing Issue,Independent price verification found an unusual valuation variance for portfolio HORIZON.,Pricing Discrepancy,High,Resolved,Pricing Control Team,24,16.7,51,26,Accepted
OPS-00901,2025-10-13 16:33:28,Accounting Operations,Accounting Exception,Validation found a discrepancy in benchmark values between source records and the operational report for mandate NOVA.,Data Mismatch,High,Resolved,Accounting Control Team,24,35.5,28,10,Accepted
OPS-00610,2025-10-13 17:08:26,Risk Operations,Compliance Review,Analyst identified incomplete account balance information in the compliance review queue for portfolio HORIZON.,Missing Data,High,In Review,Compliance Review Team,24,,24,10,Pending
OPS-00454,2025-10-13 20:31:16,Investment Operations,Pricing Issue,Pricing Issue data mismatch detected between trade feed and custodian record for mandate NOVA.,Data Mismatch,High,Escalated,Pricing Control Team,24,,20,9,Pending
OPS-00485,2025-10-14 03:24:57,Compliance Operations,Compliance Review,Compliance Review identified a policy exception involving benchmark; human approval is required for fund ORION.,Policy Exception,High,Resolved,Compliance Review Team,24,16.5,46,23,Accepted
OPS-00482,2025-10-14 05:21:44,Accounting Operations,Accounting Exception,Unresolved reconciliation break in security identifier requires source-system comparison for account S-204.,Failed Reconciliation,High,In Review,Accounting Control Team,24,,43,14,Accepted
OPS-00870,2025-10-14 10:41:12,Client Reporting,Reporting,Client reporting package for portfolio ALPHA is delayed due to missing benchmark data.,Report Delay,Medium,Resolved,Client Reporting Team,52,57.7,20,10,Accepted
OPS-00224,2025-10-15 02:35:54,Client Reporting,Reporting,Reporting workflow is waiting for missing account balance data for fund ORION.,Missing Data,High,Open,Client Reporting Team,24,,29,15,Pending
OPS-00623,2025-10-15 03:58:53,Data Operations,Client Request,Report delivery is at risk after a late upstream data refresh for mandate NOVA.,Report Delay,High,Open,Client Service Team,28,,35,17,Accepted
OPS-01196,2025-10-15 16:24:31,Data Operations,Client Request,"Required account balance was not received for portfolio HORIZON, blocking client request processing.",Missing Data,Medium,Resolved,Client Service Team,44,36.7,22,11,Accepted
OPS-01022,2025-10-15 19:25:40,Investment Operations,Data Quality,Analyst identified incomplete reference data information in the data quality queue for fund RIVER.,Missing Data,Medium,Resolved,Data Quality Team,48,16.7,18,11,Accepted
OPS-00410,2025-10-15 21:44:02,Data Operations,Trade Settlement,"Required account balance was not received for account S-204, blocking trade settlement processing.",Missing Data,High,In Review,Settlement Operations Team,24,,30,14,Pending
OPS-01245,2025-10-16 11:07:06,Risk Operations,Compliance Review,Potential compliance threshold exception for fund RIVER requires analyst review before approval.,Policy Exception,High,In Review,Compliance Review Team,24,,36,22,Accepted
OPS-00385,2025-10-16 12:01:12,Data Operations,Reconciliation,Reconciliation workflow is waiting for missing valuation data for mandate NOVA.,Missing Data,Medium,Resolved,Reconciliation Team,52,44.5,19,11,Accepted
OPS-00812,2025-10-16 12:17:38,Accounting Operations,Reconciliation,Exception workflow needs a reviewed override for fund ORION before processing can continue.,Manual Override,Medium,Resolved,Reconciliation Team,44,18.0,13,5,Accepted
OPS-00275,2025-10-16 14:05:00,Investment Operations,Trade Settlement,Trade Settlement workflow is waiting for missing reference data data for fund ORION.,Missing Data,Medium,Resolved,Settlement Operations Team,52,18.3,33,11,Accepted
OPS-00315,2025-10-16 14:18:02,Accounting Operations,Accounting Exception,fund ORION has inconsistent counterparty confirmation information requiring comparison across input files.,Data Mismatch,Medium,Resolved,Accounting Control Team,52,24.7,27,11,Accepted
OPS-01085,2025-10-16 16:19:01,Compliance Operations,Compliance Review,Analyst requested an approved manual adjustment to reference data for account S-204.,Manual Override,Medium,Open,Compliance Review Team,48,,21,9,Adjusted
OPS-00859,2025-10-17 04:46:21,Risk Operations,Trade Settlement,Analyst identified incomplete security identifier information in the trade settlement queue for fund ORION.,Missing Data,Low,Resolved,Settlement Operations Team,72,54.5,12,5,Accepted
OPS-01208,2025-10-17 14:40:59,Accounting Operations,Accounting Exception,Analyst identified incomplete security identifier information in the accounting exception queue for fund RIVER.,Missing Data,Low,Resolved,Accounting Control Team,72,64.6,8,3,Accepted
OPS-00680,2025-10-17 22:00:35,Data Operations,Client Request,Client reporting package for portfolio HORIZON is delayed due to missing benchmark data.,Report Delay,Medium,In Review,Client Service Team,52,,15,5,Accepted
OPS-00033,2025-10-18 06:09:10,Data Operations,Reporting,Scheduled reporting output has not completed because benchmark is still pending for fund ORION.,Report Delay,High,In Review,Client Reporting Team,24,,32,18,Pending
OPS-00862,2025-10-18 15:42:07,Data Operations,Reporting,Client reporting package for fund RIVER is delayed due to missing benchmark data.,Report Delay,Medium,Resolved,Client Reporting Team,44,11.4,17,9,Rejected
OPS-00022,2025-10-18 20:07:03,Client Reporting,Reporting,"Required counterparty confirmation was not received for account S-204, blocking reporting processing.",Missing Data,Low,Resolved,Client Reporting Team,72,44.8,5,3,Accepted
OPS-00344,2025-10-19 01:44:33,Accounting Operations,Reconciliation,Validation found a discrepancy in counterparty confirmation values between source records and the operational report for fund ORION.,Data Mismatch,High,In Review,Reconciliation Team,20,,28,11,Accepted
OPS-00307,2025-10-20 06:14:44,Client Reporting,Client Request,Client Request data mismatch detected between trade feed and custodian record for portfolio HORIZON.,Data Mismatch,Medium,Resolved,Client Service Team,52,30.6,17,7,Adjusted
OPS-00923,2025-10-20 06:19:59,Client Reporting,Client Request,Client reporting package for account S-204 is delayed due to missing benchmark data.,Report Delay,Medium,Resolved,Client Service Team,48,13.1,12,5,Accepted
OPS-01040,2025-10-20 06:30:23,Investment Operations,Trade Settlement,Exception workflow needs a reviewed override for account S-204 before processing can continue.,Manual Override,Low,Resolved,Settlement Operations Team,68,41.7,6,3,Adjusted
OPS-00038,2025-10-20 12:58:50,Compliance Operations,Compliance Review,Control check flagged portfolio HORIZON outside the configured policy threshold and needs documented review.,Policy Exception,Medium,Resolved,Compliance Review Team,52,43.9,23,13,Adjusted
OPS-00055,2025-10-20 18:02:37,Data Operations,Pricing Issue,Pricing discrepancy detected for portfolio HORIZON between source system and accounting report.,Pricing Discrepancy,Medium,Resolved,Pricing Control Team,48,39.6,29,13,Accepted
OPS-00734,2025-10-20 22:49:04,Accounting Operations,Accounting Exception,Analyst requested an approved manual adjustment to valuation for fund RIVER.,Manual Override,High,Resolved,Accounting Control Team,24,16.9,26,14,Adjusted
OPS-00052,2025-10-21 00:12:03,Data Operations,Data Quality,Exception workflow needs a reviewed override for fund RIVER before processing can continue.,Manual Override,Medium,Resolved,Data Quality Team,44,59.0,13,7,Rejected
OPS-00328,2025-10-21 03:59:05,Investment Operations,Reconciliation,"Required security identifier was not received for mandate NOVA, blocking reconciliation processing.",Missing Data,Medium,Resolved,Reconciliation Team,48,86.8,14,6,Accepted
OPS-01032,2025-10-21 10:42:16,Investment Operations,Accounting Exception,Unresolved reconciliation break in account balance requires source-system comparison for mandate NOVA.,Failed Reconciliation,High,Open,Accounting Control Team,24,,36,12,Pending
OPS-00331,2025-10-21 13:35:48,Data Operations,Data Quality,"Required valuation was not received for portfolio ALPHA, blocking data quality processing.",Missing Data,Medium,In Review,Data Quality Team,48,,22,12,Pending
OPS-00380,2025-10-21 16:27:29,Compliance Operations,Compliance Review,Exception workflow needs a reviewed override for portfolio ALPHA before processing can continue.,Manual Override,Medium,Resolved,Compliance Review Team,44,15.3,13,4,Accepted
OPS-01028,2025-10-21 17:14:03,Risk Operations,Pricing Issue,Independent price verification found an unusual reference data variance for mandate NOVA.,Pricing Discrepancy,Medium,Open,Pricing Control Team,48,,24,11,Adjusted
OPS-00417,2025-10-22 00:56:03,Risk Operations,Compliance Review,Potential compliance threshold exception for fund ORION requires analyst review before approval.,Policy Exception,Medium,Resolved,Compliance Review Team,44,50.2,31,14,Accepted
OPS-00207,2025-10-22 02:34:07,Investment Operations,Accounting Exception,Unresolved reconciliation break in security identifier requires source-system comparison for portfolio HORIZON.,Failed Reconciliation,High,Escalated,Accounting Control Team,24,,40,16,Pending
OPS-00204,2025-10-22 06:48:48,Client Reporting,Client Request,Client reporting package for mandate NOVA is delayed due to missing benchmark data.,Report Delay,Medium,Resolved,Client Service Team,48,22.3,18,8,Accepted
OPS-00218,2025-10-22 13:24:35,Investment Operations,Accounting Exception,Accounting Exception failed after a difference was detected between source system and accounting report for portfolio ALPHA.,Failed Reconciliation,Low,Escalated,Accounting Control Team,72,,20,9,Pending
OPS-00162,2025-10-22 19:48:32,Investment Operations,Pricing Issue,Validation found a discrepancy in benchmark values between source records and the operational report for mandate NOVA.,Data Mismatch,Medium,Resolved,Pricing Control Team,52,31.4,19,8,Adjusted
OPS-00016,2025-10-23 00:16:58,Accounting Operations,Reconciliation,Unresolved reconciliation break in benchmark requires source-system comparison for portfolio ALPHA.,Failed Reconciliation,High,Resolved,Reconciliation Team,24,22.0,41,19,Accepted
OPS-00037,2025-10-23 01:08:37,Investment Operations,Trade Settlement,Trade settlement is delayed because counterparty confirmation for fund ORION has not arrived.,Late Confirmation,Critical,Open,Settlement Operations Team,8,,41,15,Accepted
OPS-00827,2025-10-23 04:06:36,Investment Operations,Reconciliation,Reconciliation failed after a difference was detected between pricing feed and control file for fund RIVER.,Failed Reconciliation,Low,Resolved,Reconciliation Team,72,32.9,14,5,Adjusted
OPS-00151,2025-10-24 06:57:02,Client Reporting,Reporting,Report delivery is at risk after a late upstream data refresh for fund ORION.,Report Delay,Medium,Resolved,Client Reporting Team,52,34.1,17,10,Adjusted
OPS-00665,2025-10-24 07:46:42,Client Reporting,Client Request,Report delivery is at risk after a late upstream data refresh for account S-204.,Report Delay,High,In Review,Client Service Team,24,,26,10,Adjusted
OPS-01215,2025-10-24 16:03:45,Investment Operations,Pricing Issue,Pricing review is required for fund ORION after a tolerance breach in the valuation feed.,Pricing Discrepancy,Critical,Resolved,Pricing Control Team,8,7.2,52,22,Accepted
OPS-00846,2025-10-24 16:38:38,Data Operations,Data Quality,Exception workflow needs a reviewed override for account S-204 before processing can continue.,Manual Override,Medium,Open,Data Quality Team,44,,16,6,Adjusted
OPS-00833,2025-10-24 19:55:13,Data Operations,Reconciliation,Reconciliation data mismatch detected between trade feed and custodian record for portfolio ALPHA.,Data Mismatch,High,Resolved,Reconciliation Team,24,20.4,34,11,Accepted
OPS-00146,2025-10-25 04:22:36,Client Reporting,Client Request,A manual override was requested for account S-204 after an automated client request validation failed.,Manual Override,Medium,Resolved,Client Service Team,48,18.3,19,12,Adjusted
OPS-00608,2025-10-25 08:41:25,Investment Operations,Accounting Exception,NAV reconciliation difference detected between source data and the accounting report for account S-204.,Failed Reconciliation,High,Open,Accounting Control Team,28,,40,22,Pending
OPS-01019,2025-10-25 12:05:15,Investment Operations,Reconciliation,Validation found a discrepancy in counterparty confirmation values between source records and the operational report for portfolio HORIZON.,Data Mismatch,Low,In Review,Reconciliation Team,68,,5,2,Pending
OPS-00272,2025-10-25 12:35:33,Investment Operations,Reconciliation,Exception workflow needs a reviewed override for portfolio ALPHA before processing can continue.,Manual Override,Low,Resolved,Reconciliation Team,72,18.2,10,6,Accepted
OPS-00657,2025-10-27 05:17:40,Data Operations,Data Quality,Analyst identified incomplete reference data information in the data quality queue for portfolio HORIZON.,Missing Data,Medium,Resolved,Data Quality Team,48,29.7,15,6,Adjusted
OPS-00780,2025-10-27 06:56:57,Data Operations,Trade Settlement,Trade settlement is delayed because counterparty confirmation for fund ORION has not arrived.,Late Confirmation,High,Open,Settlement Operations Team,24,,25,10,Accepted
OPS-00740,2025-10-27 09:05:30,Client Reporting,Client Request,Report delivery is at risk after a late upstream data refresh for mandate NOVA.,Report Delay,High,Escalated,Client Service Team,24,,35,18,Pending
OPS-00400,2025-10-27 22:12:28,Accounting Operations,Accounting Exception,Validation found a discrepancy in account balance values between source records and the operational report for portfolio ALPHA.,Data Mismatch,Medium,Resolved,Accounting Control Team,52,16.9,22,8,Accepted
OPS-00961,2025-10-28 02:36:07,Client Reporting,Client Request,"Required account balance was not received for account S-204, blocking client request processing.",Missing Data,Low,Open,Client Service Team,72,,10,4,Accepted
OPS-00182,2025-10-28 22:48:20,Accounting Operations,Reporting,Scheduled reporting output has not completed because benchmark is still pending for fund ORION.,Report Delay,Medium,Open,Client Reporting Team,48,,10,4,Pending
OPS-01147,2025-10-29 03:12:57,Compliance Operations,Compliance Review,A manual override was requested for mandate NOVA after an automated compliance review validation failed.,Manual Override,Medium,Resolved,Compliance Review Team,44,41.6,16,9,Adjusted
OPS-00774,2025-10-29 09:37:58,Investment Operations,Reconciliation,Reconciliation failed after a difference was detected between pricing feed and control file for fund ORION.,Failed Reconciliation,Critical,In Review,Reconciliation Team,8,,63,37,Accepted
OPS-00027,2025-10-29 12:14:26,Risk Operations,Compliance Review,Compliance Review workflow is waiting for missing security identifier data for fund RIVER.,Missing Data,Critical,Escalated,Compliance Review Team,4,,45,25,Pending
OPS-00887,2025-10-30 09:25:11,Client Reporting,Reporting,account S-204 has inconsistent valuation information requiring comparison across input files.,Data Mismatch,Medium,Resolved,Client Reporting Team,48,28.5,13,7,Accepted
OPS-00793,2025-10-30 10:40:23,Data Operations,Data Quality,Data Quality data mismatch detected between trade feed and custodian record for mandate NOVA.,Data Mismatch,Medium,Resolved,Data Quality Team,44,21.6,15,8,Adjusted
OPS-01228,2025-10-30 16:19:23,Investment Operations,Trade Settlement,"Required account balance was not received for account S-204, blocking trade settlement processing.",Missing Data,Low,Resolved,Settlement Operations Team,72,39.5,5,2,Accepted
OPS-00005,2025-10-31 22:46:26,Risk Operations,Compliance Review,Control check flagged portfolio HORIZON outside the configured policy threshold and needs documented review.,Policy Exception,Critical,In Review,Compliance Review Team,8,,55,29,Pending
OPS-00602,2025-11-02 01:56:14,Investment Operations,Accounting Exception,A manual override was requested for fund ORION after an automated accounting exception validation failed.,Manual Override,High,Escalated,Accounting Control Team,24,,29,17,Pending
OPS-00801,2025-11-02 04:27:31,Accounting Operations,Accounting Exception,NAV reconciliation difference detected between source data and the accounting report for fund RIVER.,Failed Reconciliation,Low,Open,Accounting Control Team,72,,23,12,Accepted
OPS-01175,2025-11-02 20:47:12,Data Operations,Data Quality,"Required reference data was not received for mandate NOVA, blocking data quality processing.",Missing Data,Low,Resolved,Data Quality Team,72,110.7,12,4,Accepted
OPS-01240,2025-11-03 05:35:19,Accounting Operations,Reconciliation,Unresolved reconciliation break in benchmark requires source-system comparison for fund RIVER.,Failed Reconciliation,Critical,In Review,Reconciliation Team,8,,51,24,Accepted
OPS-00577,2025-11-03 07:08:12,Accounting Operations,Reconciliation,"Required account balance was not received for account S-204, blocking reconciliation processing.",Missing Data,High,Resolved,Reconciliation Team,24,20.1,31,14,Accepted
OPS-00563,2025-11-03 13:17:55,Accounting Operations,Accounting Exception,Exception workflow needs a reviewed override for portfolio ALPHA before processing can continue.,Manual Override,High,In Review,Accounting Control Team,20,,28,10,Pending
OPS-01186,2025-11-03 15:01:28,Client Reporting,Reporting,Scheduled reporting output has not completed because reference data is still pending for portfolio ALPHA.,Report Delay,Low,Resolved,Client Reporting Team,76,61.0,7,3,Accepted
OPS-01199,2025-11-03 15:48:30,Data Operations,Data Quality,Analyst identified incomplete account balance information in the data quality queue for portfolio HORIZON.,Missing Data,Critical,Escalated,Data Quality Team,12,,38,12,Accepted
OPS-01143,2025-11-04 11:02:07,Accounting Operations,Reporting,Report delivery is at risk after a late upstream data refresh for fund RIVER.,Report Delay,High,Open,Client Reporting Team,24,,36,13,Pending
OPS-00234,2025-11-04 16:04:35,Client Reporting,Reporting,Reporting workflow is waiting for missing counterparty confirmation data for portfolio ALPHA.,Missing Data,High,In Review,Client Reporting Team,20,,27,10,Accepted
OPS-01068,2025-11-04 16:55:53,Accounting Operations,Reconciliation,Reconciliation workflow is waiting for missing valuation data for fund ORION.,Missing Data,Low,Open,Reconciliation Team,72,,11,4,Pending
OPS-00869,2025-11-05 08:18:15,Risk Operations,Trade Settlement,Trade settlement is delayed because counterparty confirmation for portfolio ALPHA has not arrived.,Late Confirmation,Medium,Resolved,Settlement Operations Team,48,19.1,19,10,Accepted
OPS-00544,2025-11-05 10:28:16,Investment Operations,Accounting Exception,fund ORION has inconsistent account balance information requiring comparison across input files.,Data Mismatch,Medium,Resolved,Accounting Control Team,48,26.7,14,7,Accepted
OPS-01042,2025-11-05 12:02:06,Investment Operations,Pricing Issue,Pricing Issue workflow is waiting for missing counterparty confirmation data for mandate NOVA.,Missing Data,High,Open,Pricing Control Team,24,,38,14,Rejected
OPS-00081,2025-11-05 23:09:07,Risk Operations,Pricing Issue,Pricing discrepancy detected for portfolio HORIZON between trade feed and custodian record.,Pricing Discrepancy,Medium,In Review,Pricing Control Team,44,,23,10,Pending
OPS-00917,2025-11-06 04:43:02,Client Reporting,Client Request,"Required security identifier was not received for fund RIVER, blocking client request processing.",Missing Data,Medium,Resolved,Client Service Team,44,23.6,16,8,Accepted
OPS-00900,2025-11-06 09:09:47,Client Reporting,Client Request,Validation found a discrepancy in valuation values between source records and the operational report for account S-204.,Data Mismatch,Medium,Resolved,Client Service Team,52,26.3,22,8,Accepted
OPS-00274,2025-11-06 14:09:56,Client Reporting,Client Request,Client reporting package for fund ORION is delayed due to missing benchmark data.,Report Delay,Low,Resolved,Client Service Team,72,64.5,6,3,Adjusted
OPS-01104,2025-11-06 21:41:36,Investment Operations,Trade Settlement,portfolio HORIZON has inconsistent account balance information requiring comparison across input files.,Data Mismatch,High,Escalated,Settlement Operations Team,20,,37,22,Pending
OPS-00067,2025-11-07 01:03:12,Investment Operations,Trade Settlement,"Confirmation status remains pending for fund ORION, delaying the settlement workflow.",Late Confirmation,High,Resolved,Settlement Operations Team,24,46.7,39,14,Adjusted
OPS-00933,2025-11-07 05:19:07,Data Operations,Client Request,Validation found a discrepancy in benchmark values between source records and the operational report for portfolio HORIZON.,Data Mismatch,Low,Resolved,Client Service Team,72,21.0,5,2,Adjusted
OPS-01158,2025-11-07 09:34:43,Investment Operations,Data Quality,"Required security identifier was not received for mandate NOVA, blocking data quality processing.",Missing Data,Medium,In Review,Data Quality Team,44,,9,3,Pending
OPS-00208,2025-11-07 12:30:45,Investment Operations,Pricing Issue,Pricing review is required for portfolio ALPHA after a tolerance breach in the valuation feed.,Pricing Discrepancy,High,Open,Pricing Control Team,28,,45,22,Pending
OPS-01092,2025-11-07 13:42:57,Investment Operations,Reconciliation,Unresolved reconciliation break in benchmark requires source-system comparison for portfolio ALPHA.,Failed Reconciliation,Critical,Open,Reconciliation Team,8,,49,22,Pending
OPS-01211,2025-11-07 14:30:14,Accounting Operations,Reporting,Validation found a discrepancy in security identifier values between source records and the operational report for portfolio ALPHA.,Data Mismatch,High,Resolved,Client Reporting Team,24,14.1,22,13,Accepted
OPS-00319,2025-11-07 15:05:02,Client Reporting,Client Request,Exception workflow needs a reviewed override for portfolio HORIZON before processing can continue.,Manual Override,Medium,Resolved,Client Service Team,48,39.5,19,12,Accepted
OPS-00394,2025-11-07 22:14:32,Risk Operations,Compliance Review,Exception workflow needs a reviewed override for fund RIVER before processing can continue.,Manual Override,Critical,Resolved,Compliance Review Team,8,4.8,47,24,Adjusted
OPS-00270,2025-11-08 02:26:51,Investment Operations,Trade Settlement,account S-204 has inconsistent reference data information requiring comparison across input files.,Data Mismatch,Low,Resolved,Settlement Operations Team,72,24.2,7,3,Accepted
OPS-01046,2025-11-08 06:19:24,Accounting Operations,Reconciliation,NAV reconciliation difference detected between source data and the accounting report for fund ORION.,Failed Reconciliation,High,Resolved,Reconciliation Team,24,16.6,35,17,Accepted
OPS-00057,2025-11-08 06:21:45,Risk Operations,Trade Settlement,Late confirmation received after the expected cutoff for account S-204; settlement review is required.,Late Confirmation,High,In Review,Settlement Operations Team,24,,39,22,Pending
OPS-00398,2025-11-08 09:30:24,Data Operations,Data Quality,Data Quality workflow is waiting for missing valuation data for fund ORION.,Missing Data,Low,Resolved,Data Quality Team,76,36.3,8,4,Accepted
OPS-01153,2025-11-08 13:16:10,Data Operations,Data Quality,Data Quality data mismatch detected between trade feed and custodian record for mandate NOVA.,Data Mismatch,High,Resolved,Data Quality Team,24,6.9,29,15,Accepted
OPS-00429,2025-11-09 01:19:09,Risk Operations,Compliance Review,Potential compliance threshold exception for fund ORION requires analyst review before approval.,Policy Exception,Medium,Open,Compliance Review Team,48,,27,12,Accepted
OPS-00724,2025-11-09 07:16:04,Risk Operations,Accounting Exception,Validation found a discrepancy in valuation values between source records and the operational report for fund ORION.,Data Mismatch,Medium,Open,Accounting Control Team,48,,20,12,Accepted
OPS-01113,2025-11-09 07:36:47,Investment Operations,Reconciliation,Reconciliation failed after a difference was detected between pricing feed and control file for account S-204.,Failed Reconciliation,Medium,Resolved,Reconciliation Team,52,27.2,31,17,Accepted
OPS-00046,2025-11-09 15:21:38,Investment Operations,Reconciliation,Unresolved reconciliation break in counterparty confirmation requires source-system comparison for fund RIVER.,Failed Reconciliation,Low,Resolved,Reconciliation Team,72,25.7,15,5,Accepted
OPS-00663,2025-11-09 15:56:55,Accounting Operations,Reporting,Scheduled reporting output has not completed because reference data is still pending for account S-204.,Report Delay,Low,Resolved,Client Reporting Team,72,23.9,9,5,Accepted
OPS-00984,2025-11-09 20:33:44,Investment Operations,Trade Settlement,"Required account balance was not received for portfolio ALPHA, blocking trade settlement processing.",Missing Data,Low,In Review,Settlement Operations Team,76,,8,5,Accepted
OPS-01179,2025-11-09 22:40:53,Accounting Operations,Reconciliation,NAV reconciliation difference detected between source data and the accounting report for portfolio HORIZON.,Failed Reconciliation,High,Resolved,Reconciliation Team,28,24.5,48,19,Adjusted
OPS-00750,2025-11-09 23:32:36,Investment Operations,Pricing Issue,Pricing review is required for portfolio HORIZON after a tolerance breach in the valuation feed.,Pricing Discrepancy,Medium,Resolved,Pricing Control Team,48,12.3,24,9,Adjusted
OPS-00512,2025-11-10 22:33:51,Investment Operations,Pricing Issue,Pricing discrepancy detected for fund RIVER between trade feed and custodian record.,Pricing Discrepancy,Low,Resolved,Pricing Control Team,72,45.5,20,10,Accepted
OPS-00670,2025-11-11 08:21:37,Compliance Operations,Compliance Review,Control check flagged mandate NOVA outside the configured policy threshold and needs documented review.,Policy Exception,Critical,In Review,Compliance Review Team,8,,57,19,Pending
OPS-00282,2025-11-11 13:36:20,Investment Operations,Trade Settlement,Trade settlement is delayed because counterparty confirmation for portfolio ALPHA has not arrived.,Late Confirmation,High,Resolved,Settlement Operations Team,20,11.8,38,21,Accepted
OPS-00847,2025-11-11 14:44:21,Compliance Operations,Compliance Review,Compliance Review identified a policy exception involving account balance; human approval is required for fund ORION.,Policy Exception,High,Resolved,Compliance Review Team,24,34.1,48,17,Accepted
OPS-00367,2025-11-11 19:18:37,Data Operations,Client Request,portfolio ALPHA has inconsistent reference data information requiring comparison across input files.,Data Mismatch,Medium,Resolved,Client Service Team,48,13.4,19,11,Accepted
OPS-01159,2025-11-11 20:37:48,Client Reporting,Client Request,Client reporting package for account S-204 is delayed due to missing benchmark data.,Report Delay,Medium,Open,Client Service Team,52,,24,8,Accepted
OPS-00455,2025-11-11 20:56:15,Accounting Operations,Accounting Exception,Accounting Exception data mismatch detected between trade feed and custodian record for portfolio ALPHA.,Data Mismatch,Medium,Resolved,Accounting Control Team,48,37.6,15,9,Accepted
OPS-00479,2025-11-11 21:29:12,Accounting Operations,Reconciliation,Analyst identified incomplete account balance information in the reconciliation queue for portfolio HORIZON.,Missing Data,Low,Resolved,Reconciliation Team,72,24.5,15,8,Adjusted
OPS-00712,2025-11-12 00:00:40,Accounting Operations,Reconciliation,Reconciliation workflow is waiting for missing benchmark data for fund RIVER.,Missing Data,Medium,Resolved,Reconciliation Team,48,27.4,18,9,Accepted
OPS-00831,2025-11-12 01:41:47,Investment Operations,Pricing Issue,Pricing discrepancy detected for mandate NOVA between pricing feed and control file.,Pricing Discrepancy,Low,Resolved,Pricing Control Team,72,25.7,11,4,Adjusted
OPS-00112,2025-11-12 02:08:43,Client Reporting,Reporting,Analyst identified incomplete security identifier information in the reporting queue for portfolio HORIZON.,Missing Data,Medium,Resolved,Client Reporting Team,48,15.2,15,8,Accepted
OPS-00053,2025-11-13 09:10:50,Investment Operations,Client Request,Exception workflow needs a reviewed override for fund RIVER before processing can continue.,Manual Override,Critical,Escalated,Client Service Team,8,12.0,39,19,Accepted
OPS-00735,2025-11-13 11:46:05,Risk Operations,Compliance Review,Control check flagged account S-204 outside the configured policy threshold and needs documented review.,Policy Exception,High,In Review,Compliance Review Team,28,,50,22,Pending
OPS-01133,2025-11-14 00:55:09,Accounting Operations,Accounting Exception,Accounting Exception failed after a difference was detected between source system and accounting report for portfolio ALPHA.,Failed Reconciliation,High,Resolved,Accounting Control Team,24,9.6,38,16,Accepted
OPS-00547,2025-11-14 06:15:37,Client Reporting,Reporting,Scheduled reporting output has not completed because counterparty confirmation is still pending for portfolio HORIZON.,Report Delay,Medium,Open,Client Reporting Team,52,,25,11,Pending
OPS-01163,2025-11-14 06:38:26,Risk Operations,Trade Settlement,"Confirmation status remains pending for portfolio ALPHA, delaying the settlement workflow.",Late Confirmation,Medium,Open,Settlement Operations Team,44,,14,7,Accepted
OPS-00192,2025-11-14 07:53:55,Investment Operations,Trade Settlement,Late confirmation received after the expected cutoff for fund RIVER; settlement review is required.,Late Confirmation,Critical,Escalated,Settlement Operations Team,8,,44,18,Pending
OPS-01051,2025-11-14 15:23:07,Client Reporting,Reporting,Reporting workflow is waiting for missing security identifier data for portfolio HORIZON.,Missing Data,Medium,Resolved,Client Reporting Team,52,30.1,9,3,Adjusted
